Id,patient_id,avg_0,avg_1,avg_2,avg_3,avg_4,avg_5,avg_6,avg_7,avg_8,avg_9,avg_10,avg_11,avg_12,avg_13,avg_14,avg_15,file_size,result
101017,1,-1.35803e-07,0.00555064,0.0291998,-0.0249122,0.0192798,-0.0306716,-0.00950407,-0.0471037,-0.0341872,-0.0578917,-0.0474089,0.058433,0.119376,0.0755628,0.054463,0.00582056,2582938,0
101018,1,4.80143e-07,-0.00174168,0.0221286,-0.0305867,0.0163037,-0.0356877,0.00405374,-0.0416162,-0.0367838,-0.0639663,-0.0479382,0.0513412,0.127992,0.0675493,0.0673662,0.0125126,2574904,0
101019,1,5.60506e-07,-0.00222465,0.0382922,-0.0474544,0.0244371,-0.0519372,0.0101494,-0.0570001,-0.0506495,-0.0886912,-0.0807881,0.0798127,0.181748,0.0924045,0.0961495,0.0216247,3683800,0
100101,1,-1.13118e-06,0.014733,0.136853,-0.115857,0.0820038,-0.171399,-0.0119162,-0.32226,-0.168043,-0.35946,-0.227161,0.18637,0.674568,0.366646,0.39532,0.0635529,6035691,0
100101,1,-8.78906e-07,0.0862914,0.21714,-0.0556598,0.0765832,-0.121674,0.0389511,-0.317449,-0.0744248,-0.224033,-0.224333,0.266142,0.28287,0.279461,0.243949,-0.0768653,5338873,1
101020,1,-4.20125e-07,0.00457093,0.0296749,-0.0323417,0.0248039,-0.0399915,-0.00186682,-0.0564129,-0.0396415,-0.0638503,-0.071566,0.0656335,0.145729,0.0948874,0.0698164,0.0101671,2723338,0
101021,1,5.53385e-07,0.00188856,0.085374,-0.0890408,0.0589757,-0.097153,-0.000164441,-0.143872,-0.124678,-0.211679,-0.147333,0.185991,0.377573,0.182478,0.233107,0.0512039,5233606,0
101022,1,-3.58073e-07,-0.00203239,0.0578345,-0.0495734,0.0510715,-0.0645242,-0.00842537,-0.0993327,-0.0714412,-0.127349,-0.0966679,0.101979,0.239653,0.123152,0.143778,0.03576,4031586,0
101023,1,2.39054e-08,-0.000274992,0.00116668,-0.00166248,0.000179221,-0.00153753,-0.000191647,-0.00145415,-0.00185418,-0.00271668,-0.00151667,0.00180003,0.00565833,0.00262908,0.00347917,0.000670844,205343,0
101024,1,-2.58382e-07,2.47152e-05,0.0279994,-0.032641,0.0211577,-0.0350751,-0.00951719,-0.0542494,-0.0344704,-0.0554414,-0.0589702,0.0636922,0.141648,0.0648964,0.0672919,0.0117371,2999370,0
101025,1,-6.95801e-07,-0.0201412,0.0760305,-0.103241,0.0563378,-0.10928,-0.0071041,-0.154055,-0.128437,-0.216439,-0.125944,0.144078,0.42982,0.186584,0.275584,0.0438498,4843395,0
101026,1,-8.05664e-07,-0.00210024,0.0905653,-0.0649601,0.0618239,-0.084095,-0.0429407,-0.15575,-0.0832779,-0.155461,-0.134353,0.158417,0.340344,0.190607,0.172649,0.0211215,5492060,0
101027,1,3.10262e-08,-0.00287514,0.0256791,-0.0261374,0.0100041,-0.0306704,0.00499161,-0.0621295,-0.0331375,-0.065242,-0.0403746,0.0617416,0.102883,0.0734962,0.0828533,-0.00762073,1255627,0
101028,1,-1.05794e-07,0.0248972,0.166471,-0.0849995,0.0795594,-0.134636,0.0239999,-0.274427,-0.127635,-0.236245,-0.211536,0.267313,0.411524,0.313301,0.283492,-0.0541494,6578087,0
101029,1,-4.15039e-07,0.0280779,0.140907,-0.0613152,0.0796236,-0.10577,0.02767,-0.245556,-0.11527,-0.202448,-0.200642,0.242123,0.339239,0.281487,0.230318,-0.0461264,6288433,0
100102,1,1.31836e-06,0.0182691,0.128086,-0.0816938,0.09198,-0.128884,-0.0504425,-0.241741,-0.107178,-0.232967,-0.217651,0.236478,0.446514,0.319581,0.254578,0.0352468,5796627,0
100102,1,3.74349e-07,0.139627,0.3813,-0.06664,0.0924078,-0.29868,0.151751,-0.568984,-0.131433,-0.345953,-0.357736,0.474073,0.408463,0.412695,0.53386,-0.150021,6198428,1
101030,1,3.37728e-07,-0.00425538,0.0594447,-0.0505089,0.048542,-0.0770969,-0.00523826,-0.114014,-0.094566,-0.154356,-0.142278,0.155805,0.314906,0.188607,0.153619,0.0316072,5358770,0
101031,1,0.0,0.00907766,0.0653467,-0.067668,0.0423219,-0.104026,7.68921e-05,-0.123178,-0.110575,-0.174367,-0.158896,0.1473,0.372315,0.189278,0.213234,0.0359726,5509210,0
101032,1,-9.19596e-07,-0.0107828,0.0557821,-0.116709,0.0175928,-0.130527,0.0193014,-0.112264,-0.126045,-0.197887,-0.125017,0.10278,0.455556,0.179067,0.285136,0.0506767,5576198,0
101033,1,-1.20036e-06,-0.0279441,0.0718827,-0.115112,0.0332297,-0.145242,0.0149912,-0.152115,-0.163573,-0.250729,-0.152128,0.130336,0.534446,0.227984,0.347505,0.0680159,5718179,0
101034,1,1.05794e-06,-0.011097,0.0742161,-0.0691267,0.0431157,-0.096567,-0.00252514,-0.122224,-0.113359,-0.179479,-0.132767,0.131509,0.378657,0.183269,0.218731,0.0449493,5472347,0
101035,1,1.10931e-06,-0.0298414,0.0593755,-0.130666,0.0172573,-0.14809,0.0202003,-0.140591,-0.152408,-0.250365,-0.129847,0.0879688,0.564377,0.205026,0.355053,0.0607898,5701648,0
101036,1,6.1849e-07,-0.0207039,0.0698491,-0.0928159,0.0262652,-0.128565,-0.0205031,-0.160666,-0.13388,-0.20722,-0.120984,0.132833,0.484627,0.226591,0.287906,0.0387376,5528608,0
101037,1,1.26139e-06,-0.0156588,0.0591479,-0.0950451,0.0145066,-0.136296,-0.000553394,-0.14268,-0.134826,-0.228887,-0.150781,0.135468,0.507508,0.238634,0.296707,0.0373626,5593085,0
101038,1,5.85683e-07,-0.0027114,0.0512457,-0.0376397,0.0471249,-0.0459086,-0.0208994,-0.0938667,-0.057134,-0.0897891,-0.109294,0.112438,0.213518,0.132236,0.106171,0.0151622,5185657,0
101039,1,2.67537e-07,0.00166458,0.0607204,-0.0707749,0.037325,-0.103108,0.0365409,-0.0821745,-0.112734,-0.182395,-0.125157,0.106649,0.316975,0.12261,0.226656,0.0668691,5489300,0
100103,1,-1.05794e-06,0.0255205,0.138254,-0.0752149,0.136297,-0.103866,-0.062613,-0.26643,-0.107069,-0.258861,-0.285176,0.289687,0.454217,0.348635,0.255003,0.0460632,5605584,0
100103,1,3.86556e-07,-0.0167381,0.10556,-0.102368,0.109613,-0.107265,-0.0611123,-0.239859,-0.135212,-0.274714,-0.21022,0.260002,0.431467,0.349661,0.325188,0.0539904,5756772,1
101040,1,-1.01318e-06,-6.91813e-05,0.0540583,-0.0639722,0.0378132,-0.0766246,0.0150371,-0.0814824,-0.0894502,-0.142309,-0.109587,0.093768,0.280645,0.115076,0.17012,0.0434492,5399410,0
101041,1,7.32422e-07,-0.00641291,0.0437449,-0.0271694,0.0528172,-0.0530533,-0.0131997,-0.096916,-0.0806054,-0.123226,-0.096329,0.123983,0.2432,0.11591,0.118533,0.0340238,5497061,0
101042,1,-4.17074e-08,0.00292169,0.0758135,-0.063235,0.0402499,-0.109239,0.0249053,-0.0983751,-0.131897,-0.200386,-0.139192,0.139071,0.347466,0.121782,0.236421,0.0799497,5432779,0
101043,1,-4.06901e-07,0.001504,0.0593472,-0.0913334,0.0317009,-0.114471,0.0333701,-0.0608242,-0.126118,-0.208397,-0.13173,0.121082,0.36605,0.114139,0.252177,0.0737456,5439693,0
101044,1,-3.67228e-07,0.0130324,0.0775208,-0.0432629,0.0685637,-0.0605,-0.00926708,-0.107391,-0.0811713,-0.129122,-0.126988,0.148751,0.238016,0.145995,0.12482,0.0346951,5083742,0
101045,1,-5.08626e-07,0.00662926,0.0346793,-0.0203899,0.0371576,-0.0445747,-0.0069044,-0.0692122,-0.0561592,-0.0867738,-0.0724012,0.0871498,0.152093,0.0904699,0.0953993,0.0310492,5090553,0
101046,1,-7.73112e-07,0.0188034,0.0392925,-0.00839178,0.0322038,-0.0298787,-0.0111374,-0.0628252,-0.0358008,-0.0681549,-0.0681044,0.0650952,0.114999,0.0812154,0.0631127,0.0091121,4843493,0
101047,1,5.3304e-07,0.00849842,0.0413204,-0.0277073,0.0413299,-0.0434377,-0.0053995,-0.0764885,-0.0556409,-0.100547,-0.0905963,0.0730877,0.194708,0.0967963,0.112854,0.0210211,5018440,0
101048,1,-4.47591e-07,0.00480874,0.0460195,-0.031128,0.0307329,-0.0469342,-0.00519591,-0.069609,-0.0564662,-0.0945715,-0.0765583,0.0720247,0.179983,0.0879161,0.113513,0.0243711,5083117,0
101049,1,1.79036e-07,0.0120789,0.0425842,-0.0303293,0.0264288,-0.0541507,0.00569532,-0.0609505,-0.0600339,-0.102874,-0.0799948,0.0821667,0.175167,0.0935321,0.107795,0.0256999,5080174,0
100104,1,-8.46354e-07,0.0231715,0.179854,-0.102867,0.137773,-0.119982,-0.0690159,-0.303369,-0.0997807,-0.262946,-0.30477,0.303952,0.51345,0.380351,0.268373,0.0425745,5619331,0
100104,1,-5.18799e-08,-0.0111275,0.0990191,-0.0824627,0.0898402,-0.143486,-0.0536223,-0.244908,-0.150364,-0.271689,-0.202876,0.245378,0.453334,0.361396,0.350878,0.0729801,5783666,1
101050,1,-9.82666e-07,0.00189137,0.0558636,-0.0409305,0.0565617,-0.0566961,0.0092755,-0.0806609,-0.0845663,-0.138455,-0.118013,0.111008,0.248255,0.110509,0.136632,0.0390824,5357774,0
101051,1,-2.34985e-07,0.00904057,0.0481912,-0.0233352,0.0453458,-0.0333001,-0.00770834,-0.0740787,-0.0435288,-0.0794963,-0.0863586,0.0889455,0.159611,0.0986114,0.0742924,0.00929878,4972220,0
101052,1,1.66829e-07,0.0160409,0.0344215,-0.0149729,0.0296885,-0.0219787,-0.0126995,-0.0567842,-0.0233417,-0.050141,-0.0583657,0.057983,0.0960418,0.0746207,0.0476664,0.0043874,4803913,0
101053,1,8.74837e-07,0.0102815,0.0623904,-0.0460076,0.034947,-0.0872825,0.0161424,-0.0835368,-0.0989034,-0.15702,-0.109464,0.107538,0.263311,0.114855,0.180157,0.0583828,5234753,0
101054,1,7.93457e-08,0.0147474,0.0460334,-0.0191233,0.0452884,-0.0336416,-0.0152381,-0.0766338,-0.0402248,-0.0705527,-0.0891417,0.0849581,0.149692,0.101559,0.0714259,0.00712888,5002760,0
101055,1,-2.54313e-07,0.0104325,0.0443929,-0.0291592,0.046971,-0.0307256,-0.00712905,-0.0643878,-0.0341841,-0.0607225,-0.0721991,0.0698425,0.138079,0.0721694,0.0655537,0.00567891,4946762,0
101056,1,-4.19108e-07,0.0110582,0.046555,-0.0364664,0.0415757,-0.0519533,0.00549904,-0.0762673,-0.0656911,-0.112837,-0.0927665,0.0821509,0.216858,0.107186,0.12713,0.0152081,5120838,0
101057,1,-8.74837e-07,0.00395605,0.0530206,-0.0569656,0.0496795,-0.0584162,0.00305462,-0.0890509,-0.069466,-0.12239,-0.106817,0.105666,0.235224,0.127294,0.140086,0.0264043,5182884,0
101058,1,-3.25521e-08,0.00655278,0.0572779,-0.0480487,0.0501378,-0.081583,0.0238665,-0.0941389,-0.103879,-0.175543,-0.128792,0.120246,0.282741,0.133656,0.202635,0.0540636,5332039,0
101059,1,9.56217e-07,0.00364904,0.0495735,-0.0293156,0.0484876,-0.0563129,0.0105785,-0.0757445,-0.0762704,-0.121705,-0.123981,0.111908,0.240745,0.123647,0.117954,0.0226587,5322115,0
100105,1,-1.54622e-07,0.0255232,0.147822,-0.0753198,0.121993,-0.112614,-0.0529481,-0.270784,-0.0977368,-0.262959,-0.264101,0.276024,0.454093,0.34941,0.254397,0.0436656,5653534,0
100105,1,-7.74129e-07,-0.0083286,0.0413121,-0.0761209,0.051379,-0.0736987,-0.0205674,-0.129121,-0.0725625,-0.150001,-0.123947,0.146188,0.279206,0.185512,0.186867,0.0370593,3044725,1
101060,1,6.89697e-07,0.00284099,0.037534,-0.0313936,0.0390827,-0.0549961,0.0126073,-0.065293,-0.0700041,-0.108599,-0.0853156,0.0897883,0.209829,0.097077,0.116506,0.0241169,5311851,0
101061,1,5.79834e-08,-0.00113178,0.0620403,-0.0555193,0.0533569,-0.0770672,0.0349051,-0.0780285,-0.0981249,-0.156972,-0.141448,0.12815,0.272373,0.12729,0.178452,0.0453449,5391759,0
101062,1,-7.27336e-07,0.00914396,0.0507536,-0.0386951,0.0414449,-0.0718738,0.0240761,-0.07026,-0.0926957,-0.149595,-0.11423,0.100105,0.259921,0.09844,0.164751,0.0396197,5321378,0
101063,1,-3.82385e-06,0.185245,0.418363,-0.153703,0.0515689,-0.178276,0.187364,-0.749304,-0.145899,-0.383751,-0.337125,0.450515,0.403531,0.513743,0.441694,-0.275787,6382248,0
101064,1,-1.0376e-06,0.135939,0.370595,-0.107353,0.0298156,-0.154512,0.163231,-0.610929,-0.128129,-0.320671,-0.260954,0.379028,0.313463,0.412531,0.396241,-0.217884,5311540,0
101065,1,1.55233e-06,0.10983,0.284171,-0.0975732,0.0404515,-0.138043,0.139319,-0.489716,-0.107929,-0.289257,-0.245391,0.331725,0.318733,0.359772,0.345363,-0.163243,5938746,0
101066,1,-1.08032e-06,0.0585677,0.153465,-0.0537041,0.0543628,-0.0839783,0.0470549,-0.255397,-0.0767958,-0.17648,-0.169266,0.200197,0.236576,0.215742,0.190953,-0.0665425,5866460,0
101067,1,-1.68254e-06,0.0589828,0.13502,-0.0486093,0.0613668,-0.0783635,0.026839,-0.219704,-0.0637593,-0.161041,-0.167826,0.178491,0.226071,0.204468,0.164685,-0.0464978,6127274,0
101068,1,1.25732e-06,0.045729,0.108892,-0.0439362,0.046288,-0.0562143,0.0128713,-0.195342,-0.0620961,-0.135266,-0.12985,0.152963,0.201571,0.173301,0.149929,-0.0331099,5169321,0
101069,1,-1.0376e-07,0.0157801,0.0724118,-0.0561105,0.0692,-0.0600537,0.0085037,-0.139554,-0.0851719,-0.156361,-0.134239,0.152563,0.295273,0.162644,0.147005,-0.00777276,6167788,0
100106,1,-2.74658e-07,0.00685381,0.120548,-0.0787866,0.122897,-0.106622,-0.0375833,-0.259936,-0.119641,-0.254521,-0.22792,0.21566,0.481395,0.31066,0.275552,0.0347402,5681918,0
100106,1,-6.97835e-07,0.000320988,0.0459713,-0.0433659,0.034087,-0.0469999,-0.0104462,-0.0795713,-0.0331958,-0.0841662,-0.0950287,0.0848079,0.183736,0.109681,0.0912043,0.0157078,2481599,1
101070,1,-2.97038e-07,0.0212928,0.0862218,-0.0470194,0.069401,-0.0567165,0.0134533,-0.140353,-0.0778582,-0.143409,-0.133275,0.154513,0.245609,0.166217,0.121731,-0.00490946,6040127,0
101071,1,-9.93093e-07,0.0261344,0.0831434,-0.0368027,0.0481574,-0.0611076,0.0110822,-0.119049,-0.061591,-0.127458,-0.11452,0.131838,0.19858,0.127926,0.123567,0.0071425,5514484,0
101072,1,9.11458e-07,0.000637663,0.055243,-0.0453067,0.047379,-0.065428,0.000354517,-0.0986076,-0.0846004,-0.143247,-0.102676,0.0970112,0.272765,0.119802,0.174932,0.0364573,4991667,0
101073,1,-1.07829e-07,-0.00430057,0.0402993,-0.058708,0.0272372,-0.0537254,0.00777112,-0.0695497,-0.0629047,-0.113918,-0.0709915,0.0751508,0.222061,0.07449,0.154763,0.0279739,2651538,0
101074,1,-4.79635e-07,0.00573411,0.051838,-0.0303576,0.0414915,-0.0398753,-0.00497968,-0.0732254,-0.0550202,-0.0972206,-0.0732134,0.0887255,0.178337,0.0812781,0.099937,0.0196499,3043597,0
101075,1,3.60107e-07,-0.00631639,0.0196749,-0.00505967,0.034338,-0.0317549,-0.00869213,-0.0629996,-0.0534829,-0.0929133,-0.0687373,0.0863484,0.128855,0.0819316,0.101489,0.0269869,2197636,0
101076,1,5.04557e-07,-0.0350547,0.0547059,-0.0720433,0.0879639,-0.0848069,-0.0407223,-0.180769,-0.134978,-0.227544,-0.224991,0.335635,0.358549,0.244083,0.255408,0.0811864,5739954,0
101077,1,3.45866e-08,-0.0113371,0.070296,-0.0540109,0.092781,-0.0765998,-0.0319309,-0.160995,-0.115865,-0.220777,-0.246659,0.32439,0.314729,0.231304,0.198641,0.0784263,5623737,0
101078,1,-1.49816e-06,-0.0171996,0.0536291,-0.0684941,0.104929,-0.0576271,-0.020903,-0.153391,-0.112622,-0.209256,-0.259998,0.344295,0.286747,0.241359,0.17394,0.0749678,5565156,0
101079,1,1.53809e-06,-0.011768,0.0289838,-0.0663475,0.0907496,-0.0527198,-0.027963,-0.14058,-0.0837432,-0.172066,-0.220139,0.292947,0.273332,0.208927,0.148877,0.068622,4319792,0
100107,1,-1.55843e-06,0.0427467,0.123536,-0.0774549,0.0858295,-0.0920376,-0.0559634,-0.221571,-0.086642,-0.184042,-0.205007,0.18899,0.380432,0.275391,0.211046,0.0166165,5478836,0
100107,1,-1.01725e-08,5.83496e-05,0.00177081,-0.00257501,0.00213751,-0.00301666,-0.00310002,-0.00610833,0.0188917,-0.00607497,-0.00627079,0.00259585,0.00504167,0.00373329,0.00271664,-0.000891651,287280,1
101080,1,-4.43522e-07,-0.0282917,0.0600097,-0.0501568,0.0588542,-0.0712822,-0.0375382,-0.142092,-0.0791751,-0.129938,-0.13549,0.177173,0.261285,0.172707,0.195933,0.0487908,4021552,0
101081,1,-2.66927e-06,-0.00971044,0.102964,-0.0715405,0.12264,-0.114143,-0.0385713,-0.217965,-0.151043,-0.257691,-0.281569,0.352985,0.409817,0.316593,0.264411,0.0874751,5535605,0
101082,1,-3.74349e-07,-0.0307729,0.0881989,-0.0881719,0.0972907,-0.127344,-0.0517569,-0.243871,-0.126726,-0.237791,-0.232194,0.278176,0.476025,0.338304,0.314644,0.0697225,5594171,0
101083,1,1.09456e-06,-0.0321423,0.0692303,-0.0733555,0.0778489,-0.129579,-0.0572392,-0.219736,-0.107909,-0.195864,-0.198148,0.242775,0.443433,0.281229,0.299306,0.0671834,5549430,0
101084,1,6.82577e-07,-0.00406241,0.0527903,-0.0281689,0.0465202,-0.0505754,-0.0248134,-0.107645,-0.0757418,-0.127902,-0.117615,0.14014,0.207947,0.152795,0.154403,0.0277092,4638307,0
101085,1,-3.85539e-07,0.000377922,0.0451265,-0.0322437,0.0563347,-0.0566457,-0.0269326,-0.105216,-0.0675304,-0.127757,-0.134214,0.178198,0.200808,0.159227,0.126863,0.0336035,5301970,0
101086,1,-7.14111e-07,-0.00224619,0.0446272,-0.0181712,0.0485457,-0.0484832,-0.0352122,-0.104328,-0.0549338,-0.0986882,-0.127183,0.157743,0.192898,0.154108,0.0998403,0.0190577,3683279,0
101087,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54739,0
101088,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54739,0
101089,1,5.06592e-07,-0.0176742,0.0370218,-0.0423794,0.0504743,-0.0442995,-0.017743,-0.0983382,-0.0645451,-0.118108,-0.113658,0.159365,0.191439,0.138605,0.12875,0.0363634,2538541,0
100108,1,1.18001e-06,0.0317933,0.127568,-0.0593519,0.118587,-0.0719288,-0.0429341,-0.225471,-0.0982666,-0.22611,-0.223845,0.233577,0.363907,0.270746,0.205698,0.033299,5488702,0
100108,1,2.64486e-08,0.000946077,0.0173164,-0.0339908,0.0177289,-0.0283998,-0.000246082,-0.0411542,-0.0275122,-0.0537421,-0.0507374,0.0624719,0.108384,0.0545046,0.0559501,0.0135204,1506437,1
101090,1,-1.01573e-06,-0.0424124,0.0788604,-0.0662752,0.0918736,-0.145169,-0.0379938,-0.239622,-0.160559,-0.267883,-0.217577,0.285456,0.493047,0.316549,0.351834,0.101194,5685091,0
101091,1,-1.76188e-06,-0.00923109,0.0792325,-0.0999493,0.0894637,-0.117505,-0.0477958,-0.218835,-0.103695,-0.202153,-0.204936,0.255185,0.417036,0.285518,0.273926,0.0725566,5568612,0
101092,1,-3.8503e-07,-0.0155987,0.0680818,-0.0659287,0.0775662,-0.0941373,-0.0428955,-0.180308,-0.100409,-0.175095,-0.168467,0.207948,0.366762,0.2374,0.237626,0.0394187,5607759,0
101093,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54739,0
101094,1,2.02433e-07,0.00900758,0.0251671,-0.0239338,0.0115501,-0.0343376,-0.0204539,-0.0574372,-0.028792,-0.0546378,-0.0657168,0.0739001,0.121286,0.0798752,0.0643209,0.0137458,1863134,0
101095,1,6.08826e-07,0.00156616,0.0542961,-0.0613358,0.0676925,-0.0648947,-0.0399367,-0.137646,-0.0392806,-0.145533,-0.16135,0.194786,0.255915,0.195938,0.145578,0.0263046,5396981,0
101096,1,1.61743e-06,0.00343547,0.0658016,-0.0449562,0.0808405,-0.0658329,-0.0416463,-0.148776,-0.0932302,-0.156871,-0.161807,0.224028,0.256919,0.200323,0.162003,0.0364893,5427583,0
101097,1,-7.36491e-07,0.00611857,0.0894362,-0.0402716,0.130969,-0.0614524,-0.0408639,-0.193055,-0.099111,-0.206943,-0.230766,0.272839,0.314735,0.261268,0.182528,0.0380948,5412909,0
101098,1,-1.37939e-06,-0.00038444,0.107431,-0.0575679,0.12698,-0.0829663,-0.0438924,-0.219356,-0.121038,-0.225326,-0.279877,0.301944,0.394095,0.316639,0.219731,0.0618731,5447372,0
101099,1,2.04468e-07,-4.24967e-05,0.057292,-0.0352848,0.0530595,-0.060613,0.0261744,-0.0719839,-0.0816995,-0.133988,-0.129137,0.115859,0.2217,0.119273,0.134326,0.0407745,5138029,0
100109,1,9.76563e-07,0.0436687,0.17259,-0.0559268,0.159068,-0.0998689,-0.0800172,-0.298518,-0.102402,-0.283999,-0.335971,0.347396,0.477668,0.370029,0.223501,0.0562409,5445813,0
100109,1,-8.13802e-09,-0.00451077,0.0438411,-0.065641,0.0304221,-0.0857624,-0.00885404,-0.107202,-0.0715122,-0.149535,-0.118814,0.102748,0.327227,0.145382,0.196633,0.0217619,5359726,1
100010,1,3.62142e-07,-0.00402018,0.0891256,-0.107201,0.0490253,-0.140388,0.00305882,-0.230743,-0.141414,-0.279462,-0.160252,0.159367,0.513534,0.265735,0.315667,0.0859692,5253894,0
100010,1,7.08008e-07,0.0568943,0.0940884,-0.0221189,0.0770242,-0.0659041,-0.0317207,-0.146616,-0.0378173,-0.1433,-0.144947,0.136971,0.233326,0.161616,0.108084,0.0113253,4836536,1
101100,1,9.07389e-07,0.00405886,0.0412193,-0.0375414,0.0396044,-0.0419837,0.00777503,-0.0648629,-0.052559,-0.0855838,-0.0780089,0.070858,0.175646,0.0818755,0.0999705,0.021996,4967305,0
101101,1,4.63867e-07,0.0132532,0.0465069,-0.0187094,0.0381551,-0.0300998,-0.00425409,-0.0596203,-0.0371875,-0.064284,-0.0716086,0.070729,0.115254,0.0809205,0.0614922,0.0137753,4792473,0
101102,1,3.7384e-07,0.000317855,0.0244366,-0.0265865,0.0274174,-0.0334596,0.0115284,-0.0452342,-0.0354158,-0.0690503,-0.072184,0.0564793,0.139516,0.0766298,0.0687346,0.0145789,4983231,0
101103,1,-5.66101e-07,-0.0101742,0.0601759,-0.0590047,0.0692533,-0.079057,0.0457076,-0.0834862,-0.116279,-0.168929,-0.156825,0.145672,0.316997,0.112211,0.183959,0.0715547,5316536,0
101104,1,6.38835e-07,0.00472673,0.0319665,-0.0186044,0.0245336,-0.0317547,0.0104371,-0.0376291,-0.0437174,-0.0657759,-0.0634287,0.0626294,0.114283,0.0628837,0.0621122,0.0201582,4861313,0
